filters_base,mean_macro_f1,best_macro_f1,mean_test_accuracy,mean_param_count,n_experiments
16,0.7311597308984937,0.7644319655569382,0.7303333282470703,668950.0,8
32,0.7408626927856526,0.7891029230446035,0.7404583320021629,1346150.0,8
