kernel_size,mean_macro_f1,best_macro_f1,mean_test_accuracy,mean_param_count,n_experiments
3,0.7440055261151685,0.7891029230446035,0.7434583306312561,1046014.0,8
5,0.7280168975689779,0.7584100605590223,0.7273333296179771,969086.0,8
