conv_depth,mean_macro_f1,best_macro_f1,mean_test_accuracy,mean_param_count,n_experiments
1,0.7116439203104079,0.726627171812579,0.7113333269953728,1430950.0,8
2,0.7603785033737384,0.7891029230446035,0.7594583332538605,584150.0,8
